,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory _Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3
3401,0,28,17,79780,1.0,11,5.0,2,5,1,4,3,4,4.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
4396,1,19,10,159720,1.0,15,1.0,2,1,1,0,3,1,3.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
726,0,40,1,69320,1.0,13,5.0,5,5,1,2,3,3,4.0,3.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4205,1,32,8,32980,8.0,12,6.0,4,4,1,2,4,3,3.0,4.0,1.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
3086,0,26,23,63890,0.0,22,8.0,2,7,0,7,4,3,3.0,2.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1663,0,56,1,52280,2.0,11,18.0,4,5,0,3,3,3,4.0,3.0,3.0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2155,0,28,6,11180,1.0,11,7.0,3,7,0,7,3,2,4.0,1.0,2.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3369,0,29,4,105020,3.0,13,11.0,4,3,1,2,3,2,4.0,4.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
648,0,44,4,23190,3.0,18,7.0,4,5,0,3,3,3,4.0,4.0,3.0,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2672,0,30,3,57720,1.0,17,1.0,3,1,0,0,3,4,4.0,3.0,3.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
659,0,57,2,61620,0.0,14,13.0,5,12,2,8,3,2,3.0,3.0,2.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1364,0,42,8,28370,2.0,13,19.0,0,5,0,2,3,3,3.0,3.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
674,0,28,4,25590,1.0,11,8.0,3,8,1,7,3,3,2.0,3.0,4.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1180,0,45,7,95250,9.0,19,22.0,3,20,11,8,3,3,4.0,1.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1420,0,25,2,190940,1.0,16,7.0,3,7,0,6,3,4,4.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3010,0,26,7,68110,1.0,11,8.0,4,8,2,2,3,3,2.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
768,0,34,8,41480,1.0,11,11.0,3,11,7,9,3,3,4.0,4.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4069,1,31,2,25720,1.0,13,10.0,3,10,4,7,1,4,1.0,3.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
3874,1,31,2,21680,0.0,11,2.0,2,1,0,0,1,1,3.0,1.0,2.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
707,0,32,8,23800,4.0,13,9.0,5,6,1,2,3,3,4.0,4.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1301,0,29,6,25870,0.0,22,4.0,3,3,2,2,4,4,4.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1305,0,38,22,65830,0.0,12,12.0,1,11,2,9,3,3,3.0,3.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3144,0,44,21,107610,3.0,11,24.0,5,20,14,17,3,2,4.0,4.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1236,0,32,8,23420,4.0,12,9.0,2,6,0,4,3,2,3.0,2.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
3324,0,42,6,57140,5.0,18,10.0,2,0,0,0,3,4,3.0,3.0,3.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
3514,0,27,6,45990,1.0,20,1.0,3,1,0,0,3,4,3.0,4.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2689,0,27,3,21940,1.0,12,6.0,5,6,0,4,3,3,4.0,4.0,3.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4078,1,40,2,47750,3.0,13,15.0,3,5,1,0,2,2,1.0,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
2938,0,28,5,52530,1.0,15,3.0,2,3,0,2,3,2,4.0,3.0,3.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
757,0,48,8,22700,2.0,14,23.0,2,2,2,2,3,4,4.0,1.0,4.0,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1437,0,33,10,45680,2.6948303347756775,18,6.0,2,5,1,2,3,4,4.0,4.0,4.0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
5,0,29,14,31430,2.0,22,10.0,2,0,0,0,4,3,3.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
379,0,33,12,194360,1.0,19,10.0,4,10,6,0,3,4,4.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
1636,0,27,2,31610,0.0,13,4.0,0,3,2,2,3,4,2.0,4.0,3.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2863,0,26,1,175840,1.0,20,8.0,2,8,1,3,4,4,4.0,3.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2579,0,43,8,46170,1.0,11,25.0,2,25,3,9,3,4,2.0,3.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2236,0,35,6,32290,1.0,25,10.0,2,10,0,2,4,4,2.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3485,0,32,7,35000,0.0,12,8.0,2,7,3,6,3,3,3.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
1101,0,32,10,20610,1.0,15,1.0,2,1,0,0,3,3,4.0,4.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
444,0,28,1,63470,1.0,15,4.0,2,4,2,2,3,2,3.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2557,0,40,6,50870,3.0,14,10.0,3,7,1,7,3,3,4.0,3.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1447,0,54,4,40140,2.0,19,16.0,4,9,7,1,3,4,4.0,4.0,3.0,1,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1586,0,35,2,106090,1.0,22,10.0,3,10,0,7,4,3,2.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1889,0,42,6,60620,1.0,22,12.0,2,12,5,8,4,3,1.0,2.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
4000,1,39,12,66960,7.0,6,8.0,3,2,2,2,2,3,3.0,4.0,3.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
4221,1,23,2,45590,1.0,18,1.0,2,0,0,0,3,4,3.0,1.0,2.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
675,0,33,12,62010,2.0,15,14.0,2,0,0,0,3,4,4.0,2.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
190,0,31,1,64650,4.0,17,13.0,3,7,5,7,3,3,3.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4403,1,30,4,28620,5.0,12,9.0,2,6,0,1,2,2,2.0,3.089749430523918,3.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1858,0,36,1,53090,3.0,13,15.0,5,5,0,1,3,2,1.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
694,0,40,4,52310,1.0,12,21.0,4,21,7,7,3,4,4.0,3.0,4.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2825,0,32,14,23890,6.0,12,5.0,4,3,0,2,3,4,2.0,3.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2991,0,44,3,76320,1.0,21,10.0,3,10,7,7,4,2,4.0,4.0,3.0,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
877,0,58,8,29360,2.0,13,23.0,3,2,2,2,3,3,4.0,2.0,4.0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2377,0,32,2,21660,1.0,19,9.0,4,9,3,7,3,3,2.0,4.0,4.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
3632,0,46,8,153790,1.0,11,24.0,1,24,15,7,3,3,4.0,4.0,3.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2253,0,59,2,20660,4.0,12,12.0,3,1,0,0,3,3,4.0,2.0,3.0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
2707,0,38,1,96190,4.0,13,10.0,2,1,0,0,3,4,4.0,4.0,4.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
621,0,29,7,111030,1.0,12,10.0,5,10,0,9,3,3,2.0,4.0,4.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3607,0,35,6,37600,1.0,17,10.0,2,10,0,6,3,4,3.0,3.0,3.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2089,0,46,7,57310,8.0,17,6.0,2,2,2,2,3,4,4.0,4.0,4.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4077,1,29,6,109340,6.0,14,11.0,2,9,0,7,1,2,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
4400,1,29,12,15550,1.0,13,10.0,2,10,1,9,2,3,2.0,3.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
3520,0,35,6,38380,1.0,12,1.0,2,1,0,1,3,1,3.0,1.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
3464,0,35,13,23940,1.0,22,9.0,3,9,1,7,3,3,4.0,4.0,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
3441,0,35,7,131420,1.0,14,10.0,4,10,0,8,4,4,3.0,4.0,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
29,0,31,7,46840,1.0,16,2.0,4,2,2,2,3,3,4.0,4.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1461,0,32,2,30380,1.0,11,10.0,5,10,0,8,3,3,2.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3683,0,32,2,21090,0.0,14,4.0,3,3,2,2,3,3,1.0,4.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
22,0,55,1,67990,3.0,11,12.0,2,10,0,8,2,3,4.0,4.0,4.0,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3466,0,36,18,29500,4.0,16,8.0,1,6,0,0,3,3,3.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2671,0,32,1,30220,1.0,16,6.0,3,6,0,5,2,3,4.0,2.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
804,0,36,1,41070,3.0,11,17.0,2,13,6,7,3,3,2.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3500,0,34,19,27420,0.0,12,13.0,2,12,2,11,3,3,3.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
4407,1,33,1,51470,7.0,2,13.0,2,9,1,7,3,3,1.0,3.0,3.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
929,0,38,3,44440,1.0,13,20.0,2,20,0,7,3,3,4.0,4.0,3.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1468,0,41,5,102390,3.0,24,23.0,3,21,12,6,4,2,4.0,4.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3483,0,33,8,34200,1.0,17,8.0,3,8,3,0,3,3,4.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1157,0,30,1,174260,2.0,12,12.0,0,10,7,4,3,3,3.0,4.0,4.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1693,0,21,1,26100,1.0,11,2.0,3,2,2,2,3,4,3.0,4.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
3978,1,28,2,20750,7.0,9,10.0,0,7,3,7,2,3,1.0,2.0,2.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2985,0,25,5,27680,0.0,22,5.0,0,4,1,1,4,4,2.0,4.0,2.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
4159,1,19,10,159720,1.0,20,1.0,2,1,1,0,3,2,4.0,3.0,2.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2242,0,31,6,147320,0.0,12,10.0,3,9,1,7,3,3,2.0,4.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1128,0,39,6,196580,4.0,13,17.0,3,15,5,9,3,4,3.0,2.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4103,1,21,1,27910,1.0,5,1.0,3,1,1,0,1,2,2.0,3.0,2.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3490,0,35,2,32940,0.0,11,6.0,2,5,0,3,3,4,3.0,4.0,3.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2238,0,35,11,79880,1.0,18,4.0,3,4,1,1,3,4,4.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3264,0,44,1,48340,1.0,14,9.0,1,8,6,7,3,4,3.0,2.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
770,0,49,5,107390,2.0,11,30.0,3,15,2,12,3,4,3.0,3.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
508,0,30,23,25460,1.0,14,10.0,2,10,8,9,3,4,3.0,3.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1790,0,36,2,27250,9.0,21,18.0,4,16,5,12,4,4,1.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
771,0,36,6,103880,0.0,14,4.0,2,3,1,2,3,2,3.0,4.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
4020,1,20,10,34640,1.0,11,2.0,3,2,0,2,2,2,1.0,2.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2602,0,38,2,49070,1.0,11,1.0,3,1,0,0,1,2,3.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
634,0,56,8,42580,2.0,16,5.0,2,3,1,0,3,4,2.0,2.0,2.0,1,1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1622,0,38,10,32100,0.0,17,3.0,5,2,0,2,3,3,3.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
975,0,35,7,131420,1.0,25,10.0,4,10,0,8,4,4,3.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
35,0,41,23,23790,1.0,12,22.0,6,22,0,4,3,4,4.0,3.0,3.0,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2842,0,39,1,23400,0.0,11,9.0,2,8,0,7,3,3,4.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1930,0,45,3,118360,1.0,22,10.0,2,10,7,7,4,4,4.0,3.0,3.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2290,0,26,3,47890,7.0,20,5.0,2,2,0,0,4,3,4.0,2.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
802,0,41,5,28210,1.0,17,10.0,3,10,8,7,3,3,2.0,1.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
121,0,37,1,20080,3.0,22,15.0,5,13,10,7,4,3,4.0,4.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2285,0,37,14,20640,4.0,16,8.0,3,1,0,0,3,3,4.0,3.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2233,0,36,18,29500,4.0,14,8.0,1,6,0,0,3,3,2.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1239,0,31,1,20440,0.0,21,10.0,2,9,7,8,4,3,4.0,3.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
850,0,46,2,42720,7.0,13,24.0,3,2,2,2,3,3,4.0,2.0,2.0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0,36,22,33770,0.0,12,16.0,2,15,10,11,1,4,3.0,4.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1808,0,41,5,27730,1.0,11,19.0,3,19,11,9,3,4,4.0,3.0,3.0,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2443,0,42,6,34450,1.0,11,22.0,2,22,11,15,3,3,4.0,2.0,2.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
995,0,36,1,132470,1.0,14,15.0,3,15,11,11,3,3,4.0,3.0,3.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
