Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing
0,36,Non-Travel,Sales,22,1,Life_Sciences,Male,2,Research_Scientist,Divorced,48980,4.0,13,1,12.0,3,7,0,7,3,4,4.0,3.0,4.0,1,1,1,1,1
0,33,Non-Travel,Sales,12,3,Other,Male,4,Research_Director,Single,194360,1.0,19,2,10.0,4,10,6,0,3,4,4.0,4.0,3.0,1,1,1,1,1
0,33,Travel_Rarely,Research_Development,2,2,Technical_Degree,Male,2,Laboratory _Technician,Single,34790,3.0,12,0,5.0,3,3,0,2,3,4,3.0,2.0,2.0,1,1,1,1,1
0,45,Travel_Rarely,Research_Development,21,1,Medical,Female,3,Healthcare_Representative,Divorced,27940,3.0,19,1,8.0,2,5,0,2,3,3,4.0,3.0,3.0,1,1,1,1,1
0,50,Travel_Rarely,Sales,8,1,Life_Sciences,Female,1,Manufacturing_Director,Divorced,52490,9.0,21,2,32.0,2,5,1,3,4,4,2.0,4.0,4.0,1,1,1,1,1
0,33,Travel_Frequently,Sales,1,3,Marketing,Male,2,Human_Resources,Married,21760,1.0,14,1,6.0,2,6,1,2,3,2,2.0,2.0,4.0,1,1,1,1,1
0,41,Travel_Frequently,Sales,9,3,Other,Male,1,Laboratory _Technician,Divorced,168720,2.0,15,1,21.0,2,18,0,11,3,4,2.0,3.0,4.0,1,1,1,1,1
0,27,Travel_Rarely,Research_Development,16,4,Other,Male,2,Manufacturing_Director,Married,34850,9.0,17,2,4.0,2,2,2,2,3,4,3.0,4.0,3.0,1,1,1,1,1
0,45,Non-Travel,Sales,2,3,Medical,Female,1,Sales_Executive,Married,66440,1.0,12,0,9.0,3,9,0,8,3,3,4.0,4.0,3.0,1,1,1,1,1
0,47,Travel_Rarely,Sales,14,4,Medical,Female,2,Research_Scientist,Single,55820,1.0,16,0,9.0,3,9,0,7,3,3,3.0,4.0,2.0,1,1,1,1,1
0,50,Travel_Rarely,Research_Development,1,3,Technical_Degree,Female,2,Sales_Executive,Married,134960,3.0,18,1,22.0,3,12,1,5,3,3,1.0,4.0,4.0,1,1,1,1,1
0,38,Travel_Frequently,Research_Development,10,3,Technical_Degree,Male,1,Manufacturing_Director,Married,32100,0.0,17,2,3.0,5,2,0,2,3,4,4.0,2.0,4.0,1,1,1,1,1
0,46,Travel_Rarely,Research_Development,22,3,Medical,Female,3,Human_Resources,Divorced,190450,6.0,11,3,13.0,2,8,0,7,3,1,3.0,4.0,4.0,1,1,1,1,1
0,24,Travel_Rarely,Sales,22,3,Life_Sciences,Female,1,Healthcare_Representative,Divorced,118490,1.0,16,1,5.0,3,4,3,2,3,4,4.0,4.0,4.0,1,1,1,1,1
0,31,Travel_Frequently,Research_Development,4,2,Technical_Degree,Male,2,Sales_Executive,Married,65020,1.0,12,0,4.0,3,4,0,3,3,4,4.0,4.0,4.0,1,1,1,1,1
0,18,Non-Travel,Sales,4,4,Other,Male,2,Manager,Single,32300,1.0,12,1,0.0,3,0,0,0,3,4,3.0,4.0,2.0,1,1,1,1,1
0,54,Travel_Rarely,Sales,18,3,Medical,Female,1,Laboratory _Technician,Married,136030,8.0,13,1,22.0,2,10,0,8,3,4,1.0,2.0,3.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,5,4,Medical,Female,1,Manufacturing_Director,Divorced,119960,1.0,19,2,16.0,3,16,10,1,3,4,1.0,2.0,3.0,1,1,1,1,1
0,30,Travel_Rarely,Research_Development,3,3,Life_Sciences,Female,5,Healthcare_Representative,Married,56050,0.0,12,1,9.0,0,8,1,7,3,2,4.0,4.0,2.0,1,1,1,1,1
0,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Research_Scientist,Married,175840,1.0,20,0,8.0,2,8,1,3,4,4,4.0,3.0,4.0,1,1,1,1,1
0,22,Travel_Rarely,Research_Development,6,3,Other,Male,2,Sales_Representative,Married,49070,,21,1,4.0,2,4,1,1,4,3,2.0,3.0,3.0,0,1,1,1,1
0,48,Travel_Rarely,Human_Resources,2,4,Medical,Male,2,Sales_Executive,Single,45540,2.0,11,2,19.0,3,2,2,2,3,4,2.0,4.0,3.0,1,1,1,1,1
0,48,Travel_Rarely,Sales,2,3,Medical,Male,1,Research_Director,Single,54150,7.0,11,1,27.0,1,15,4,8,3,4,2.0,2.0,4.0,1,1,1,1,1
0,41,Travel_Rarely,Research_Development,2,3,Life_Sciences,Male,2,Research_Scientist,Single,47410,6.0,16,0,8.0,3,2,2,1,3,3,1.0,4.0,3.0,1,1,1,1,1
0,39,Travel_Rarely,Sales,2,3,Life_Sciences,Male,3,Human_Resources,Married,21150,1.0,18,0,21.0,3,21,11,8,3,3,4.0,4.0,2.0,1,1,1,1,1
0,27,Travel_Rarely,Research_Development,2,3,Life_Sciences,Male,2,Human_Resources,Married,31610,0.0,13,2,4.0,0,3,2,2,3,4,1.0,2.0,4.0,1,1,1,1,1
0,35,Travel_Rarely,Sales,19,3,Medical,Male,5,Sales_Executive,Divorced,57450,1.0,17,3,3.0,4,3,1,2,3,2,4.0,4.0,4.0,1,1,1,1,1
0,42,Travel_Rarely,Research_Development,18,4,Other,Male,1,Research_Scientist,Married,23730,6.0,14,1,21.0,3,1,0,0,3,4,,4.0,3.0,1,1,0,1,1
0,50,Travel_Rarely,Sales,22,3,Medical,Male,2,Sales_Executive,Married,33100,4.0,22,1,8.0,3,1,0,0,4,4,4.0,4.0,4.0,1,1,1,1,1
0,59,Travel_Rarely,Research_Development,13,4,Medical,Female,5,Laboratory _Technician,Single,186650,3.0,12,0,30.0,3,5,4,3,3,4,4.0,4.0,3.0,1,1,1,1,1
0,55,Travel_Frequently,Research_Development,21,2,Life_Sciences,Female,2,Sales_Executive,Married,27890,3.0,13,1,17.0,2,8,6,7,3,3,2.0,3.0,4.0,1,1,1,1,1
0,41,Non-Travel,Research_Development,15,1,Life_Sciences,Male,2,Research_Scientist,Divorced,58280,1.0,13,0,21.0,0,21,5,10,3,4,3.0,4.0,4.0,1,1,1,1,1
0,38,Travel_Rarely,Research_Development,19,2,Other,Female,1,Laboratory _Technician,Single,23260,8.0,14,0,19.0,3,1,0,0,3,3,3.0,3.0,3.0,1,1,1,1,1
0,44,Travel_Rarely,Research_Development,13,3,Life_Sciences,Female,1,Healthcare_Representative,Married,80200,3.0,11,1,23.0,2,12,11,11,3,3,4.0,2.0,3.0,1,1,1,1,1
0,50,Non-Travel,Human_Resources,2,2,Life_Sciences,Male,1,Laboratory _Technician,Married,36880,0.0,11,0,19.0,3,18,0,13,3,3,3.0,4.0,4.0,1,1,1,1,1
0,39,Travel_Frequently,Sales,9,3,Marketing,Male,1,Sales_Executive,Single,160150,1.0,11,0,21.0,3,21,2,8,3,3,3.0,2.0,3.0,1,1,1,1,1
0,33,Non-Travel,Sales,7,2,Technical_Degree,Male,5,Sales_Representative,Single,12000,0.0,11,1,3.0,3,2,2,2,3,2,3.0,3.0,2.0,1,1,1,1,1
0,45,Travel_Rarely,Research_Development,6,2,Other,Male,1,Human_Resources,Married,56610,3.0,12,0,26.0,2,9,1,1,3,3,4.0,2.0,1.0,1,1,1,1,1
0,32,Non-Travel,Research_Development,12,3,Medical,Male,2,Manager,Single,69290,9.0,20,0,10.0,6,8,7,7,4,4,4.0,2.0,4.0,1,1,1,1,1
0,34,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research_Director,Divorced,96130,0.0,12,1,16.0,5,15,0,9,3,3,2.0,3.0,4.0,1,1,1,1,1
0,59,Travel_Rarely,Research_Development,4,3,Life_Sciences,Male,2,Research_Scientist,Married,56740,3.0,12,0,14.0,6,6,0,4,3,4,4.0,4.0,3.0,1,1,1,1,1
0,45,Travel_Rarely,Research_Development,13,1,Medical,Male,2,Sales_Executive,Single,54840,1.0,20,3,6.0,6,6,0,4,4,2,1.0,3.0,4.0,1,1,1,1,1
0,53,Travel_Frequently,Sales,6,2,Medical,Male,2,Research_Scientist,Married,120610,2.0,20,1,30.0,2,15,6,12,4,3,4.0,4.0,4.0,1,1,1,1,1
0,34,Travel_Rarely,Research_Development,2,2,Life_Sciences,Male,1,Sales_Representative,Married,64100,1.0,13,1,1.0,5,1,0,0,3,4,4.0,4.0,2.0,1,1,1,1,1
0,28,Travel_Rarely,Research_Development,8,3,Other,Male,2,Sales_Representative,Married,52100,1.0,15,0,1.0,1,1,0,0,3,3,3.0,4.0,3.0,1,1,1,1,1
0,38,Travel_Frequently,Sales,7,4,Medical,Male,2,Research_Scientist,Married,26950,3.0,14,1,8.0,4,2,2,2,3,3,4.0,4.0,3.0,1,1,1,1,1
0,50,Travel_Rarely,Research_Development,4,4,Life_Sciences,Male,1,Sales_Executive,Married,118780,2.0,13,1,29.0,2,8,7,7,3,2,4.0,2.0,3.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,1,3,Life_Sciences,Male,1,Laboratory _Technician,Single,170680,3.0,23,0,8.0,6,4,0,1,4,2,3.0,3.0,4.0,1,1,1,1,1
0,40,Travel_Rarely,Human_Resources,2,3,Medical,Male,5,Sales_Executive,Married,24550,1.0,15,1,8.0,2,7,7,5,3,3,1.0,2.0,3.0,1,1,1,1,1
0,26,Travel_Frequently,Research_Development,2,3,Medical,Male,2,Laboratory _Technician,Divorced,139640,1.0,11,2,5.0,1,5,1,3,3,3,3.0,3.0,4.0,1,1,1,1,1
0,46,Travel_Rarely,Research_Development,2,1,Medical,Female,3,Research_Scientist,Divorced,49410,9.0,13,2,23.0,2,2,2,2,3,3,4.0,1.0,3.0,1,1,1,1,1
0,54,Travel_Rarely,Research_Development,4,3,Medical,Female,2,Manufacturing_Director,Married,24780,6.0,11,0,13.0,0,9,7,0,3,1,4.0,3.0,4.0,1,1,1,1,1
0,56,Travel_Frequently,Research_Development,1,2,Life_Sciences,Female,2,Manufacturing_Director,Married,52280,2.0,11,0,18.0,4,5,0,3,3,3,4.0,2.0,3.0,1,1,1,1,1
0,36,Travel_Rarely,Research_Development,3,2,Life_Sciences,Female,2,Human_Resources,Single,44780,0.0,18,1,15.0,3,14,7,8,3,3,2.0,1.0,4.0,1,1,1,1,1
0,55,Non-Travel,Research_Development,2,3,Medical,Female,2,Manager,Single,75470,7.0,16,0,31.0,2,9,6,2,3,4,4.0,4.0,4.0,1,1,1,1,1
0,43,Travel_Rarely,Sales,20,2,Life_Sciences,Male,3,Research_Scientist,Divorced,50550,5.0,22,0,18.0,2,1,0,0,4,2,4.0,3.0,2.0,1,1,1,1,1
0,46,Travel_Rarely,Sales,10,3,Marketing,Female,3,Healthcare_Representative,Divorced,89430,8.0,12,1,19.0,6,16,1,7,3,3,4.0,2.0,4.0,1,1,1,1,1
0,26,Travel_Rarely,Research_Development,4,4,Medical,Female,2,Sales_Executive,Married,46820,1.0,11,1,6.0,3,5,1,3,3,3,4.0,3.0,2.0,1,1,1,1,1
0,30,Travel_Rarely,Research_Development,6,3,Medical,Female,1,Sales_Executive,Married,183000,0.0,14,0,7.0,6,6,0,2,3,4,2.0,4.0,4.0,1,1,1,1,1
0,41,Travel_Rarely,Sales,1,4,Life_Sciences,Female,1,Research_Director,Married,52570,1.0,14,0,10.0,2,10,0,8,3,2,2.0,4.0,4.0,1,1,1,1,1
0,38,Travel_Rarely,Research_Development,4,3,Technical_Degree,Male,1,Sales_Executive,Married,63490,0.0,11,0,20.0,3,19,1,9,3,3,3.0,3.0,3.0,1,1,1,1,1
0,40,Travel_Rarely,Sales,1,4,Marketing,Male,1,Sales_Executive,Married,48690,4.0,12,0,14.0,2,11,11,1,3,3,3.0,4.0,4.0,1,1,1,1,1
0,27,Non-Travel,Sales,9,3,Technical_Degree,Female,2,Laboratory _Technician,Married,99850,1.0,14,1,3.0,3,3,1,2,3,3,4.0,4.0,4.0,1,1,1,1,1
0,55,Travel_Frequently,Research_Development,18,5,Life_Sciences,Male,3,Laboratory _Technician,Married,36970,3.0,13,1,23.0,1,3,1,2,3,3,4.0,4.0,3.0,1,1,1,1,1
0,28,Travel_Rarely,Research_Development,1,3,Life_Sciences,Male,2,Healthcare_Representative,Single,74570,3.0,11,2,10.0,1,8,1,7,3,2,4.0,4.0,3.0,1,1,1,1,1
0,33,Travel_Rarely,Sales,18,4,Marketing,Female,4,Sales_Executive,Divorced,39830,4.0,12,0,9.0,3,3,1,2,3,4,4.0,4.0,3.0,1,1,1,1,1
0,28,Travel_Rarely,Human_Resources,1,1,HR,Male,2,Research_Scientist,Divorced,63470,1.0,15,1,4.0,2,4,2,2,3,2,3.0,3.0,3.0,1,1,1,1,1
0,34,Travel_Frequently,Sales,23,4,Marketing,Male,1,Research_Scientist,Single,115100,0.0,14,1,7.0,5,6,0,4,3,3,3.0,4.0,4.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,6,4,Life_Sciences,Male,4,Sales_Executive,Divorced,71430,2.0,21,0,8.0,6,1,0,0,4,2,4.0,4.0,3.0,1,1,1,1,1
0,42,Travel_Rarely,Research_Development,9,1,Life_Sciences,Male,4,Research_Scientist,Married,60320,0.0,14,0,23.0,2,22,13,7,3,3,1.0,3.0,3.0,1,1,1,1,1
0,33,Travel_Frequently,Sales,7,3,Medical,Female,2,Research_Scientist,Married,46490,0.0,12,0,4.0,2,3,0,2,3,4,2.0,2.0,4.0,1,1,1,1,1
0,34,Non-Travel,Sales,1,1,Marketing,Female,2,Research_Director,Married,26960,3.0,23,0,6.0,3,0,0,0,4,3,4.0,4.0,3.0,1,1,1,1,1
0,48,Non-Travel,Sales,2,1,Life_Sciences,Male,2,Sales_Executive,Single,23700,2.0,11,0,27.0,3,5,2,1,3,3,2.0,4.0,4.0,1,1,1,1,1
0,45,Non-Travel,Research_Development,1,3,Medical,Female,2,Human_Resources,Married,125040,1.0,12,1,15.0,2,15,4,12,3,4,3.0,2.0,4.0,1,1,1,1,1
0,52,Travel_Rarely,Sales,1,3,Life_Sciences,Male,1,Sales_Executive,Single,59740,7.0,18,1,18.0,6,8,4,0,3,4,4.0,3.0,2.0,1,1,1,1,1
0,38,Travel_Rarely,Research_Development,5,2,Medical,Male,1,Research_Scientist,Divorced,47360,0.0,11,1,9.0,3,8,2,7,3,3,4.0,1.0,4.0,1,1,1,1,1
0,29,Travel_Rarely,Research_Development,6,3,Medical,Female,4,Research_Scientist,Divorced,52960,4.0,14,0,11.0,3,7,1,7,3,3,3.0,4.0,3.0,1,1,1,1,1
0,28,Travel_Rarely,Human_Resources,1,3,HR,Female,4,Laboratory _Technician,Divorced,67810,0.0,15,1,10.0,2,9,1,7,3,3,4.0,4.0,3.0,1,1,1,1,1
0,46,Travel_Rarely,Research_Development,5,4,Medical,Male,3,Sales_Executive,Married,21740,3.0,11,1,23.0,3,12,4,9,3,2,4.0,4.0,4.0,1,1,1,1,1
0,38,Travel_Rarely,Research_Development,6,4,Medical,Male,1,Sales_Executive,Single,66530,7.0,20,1,10.0,2,1,0,0,4,3,4.0,3.0,4.0,1,1,1,1,1
0,43,Travel_Frequently,Research_Development,4,3,Medical,Female,2,Laboratory _Technician,Married,96990,8.0,19,1,18.0,3,8,0,1,3,3,2.0,3.0,2.0,1,1,1,1,1
0,40,Travel_Rarely,Research_Development,1,1,Life_Sciences,Male,1,Healthcare_Representative,Single,22130,1.0,17,0,21.0,4,20,4,9,3,4,3.0,3.0,4.0,1,1,1,1,1
0,21,Travel_Rarely,Research_Development,1,4,Life_Sciences,Female,1,Research_Scientist,Single,26100,1.0,11,1,2.0,3,2,2,2,3,4,4.0,3.0,4.0,1,1,1,1,1
0,39,Non-Travel,Research_Development,5,3,Life_Sciences,Male,1,Laboratory _Technician,Single,28510,9.0,15,0,9.0,2,5,0,3,3,3,4.0,4.0,1.0,1,1,1,1,1
0,36,Non-Travel,Research_Development,1,3,Medical,Male,3,Sales_Representative,Single,34520,2.0,13,3,18.0,4,11,0,9,3,3,1.0,3.0,3.0,1,1,1,1,1
0,31,Travel_Frequently,Research_Development,6,3,Life_Sciences,Male,1,Sales_Executive,Married,52580,0.0,14,3,3.0,5,2,2,2,3,3,4.0,3.0,3.0,1,1,1,1,1
0,28,Travel_Rarely,Sales,2,4,Marketing,Male,1,Sales_Executive,Married,93550,0.0,11,0,6.0,4,5,0,4,3,2,3.0,3.0,3.0,1,1,1,1,1
0,35,Travel_Frequently,Research_Development,7,2,Other,Female,1,Manufacturing_Director,Divorced,104960,1.0,13,1,5.0,2,5,0,2,3,4,4.0,3.0,3.0,1,1,1,1,1
0,49,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales_Executive,Married,63800,6.0,23,1,22.0,1,9,2,3,4,4,4.0,3.0,4.0,1,1,1,1,1
0,34,Travel_Frequently,Sales,7,1,Technical_Degree,Male,2,Sales_Executive,Single,26570,2.0,13,1,5.0,3,3,0,2,3,2,3.0,2.0,2.0,1,1,1,1,1
0,29,Travel_Frequently,Research_Development,1,4,Medical,Male,3,Research_Scientist,Divorced,27160,0.0,18,0,8.0,2,7,1,1,3,3,4.0,4.0,4.0,1,1,1,1,1
0,42,Travel_Rarely,Sales,17,2,Life_Sciences,Female,1,Healthcare_Representative,Single,22010,4.0,12,1,16.0,3,1,0,0,3,4,2.0,4.0,3.0,1,1,1,1,1
0,29,Travel_Rarely,Sales,3,2,Other,Female,2,Healthcare_Representative,Married,65400,1.0,22,0,10.0,2,10,1,2,4,4,3.0,3.0,3.0,1,1,1,1,1
0,38,Travel_Rarely,Research_Development,1,3,Medical,Female,1,Human_Resources,Married,38160,1.0,13,2,7.0,2,7,5,0,3,4,4.0,4.0,3.0,1,1,1,1,1
0,28,Travel_Frequently,Sales,5,4,Life_Sciences,Male,1,Manager,Divorced,52530,1.0,15,0,3.0,2,3,0,2,3,3,3.0,2.0,3.0,1,1,1,1,1
0,41,Travel_Rarely,Research_Development,3,2,Medical,Male,2,Research_Scientist,Married,25430,3.0,12,0,6.0,3,1,0,0,3,4,4.0,1.0,3.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,18,3,Life_Sciences,Male,3,Manufacturing_Director,Divorced,166590,7.0,16,1,,2,6,1,3,3,3,2.0,3.0,1.0,1,0,1,1,1
0,27,Travel_Rarely,Research_Development,5,2,Medical,Female,1,Healthcare_Representative,Married,42600,1.0,11,2,4.0,2,4,2,2,3,3,4.0,4.0,3.0,1,1,1,1,1
0,34,Travel_Rarely,Sales,1,1,Marketing,Female,2,Laboratory _Technician,Married,24760,1.0,19,0,6.0,2,6,1,3,3,4,3.0,1.0,4.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,5,3,Life_Sciences,Female,3,Laboratory _Technician,Single,31020,1.0,13,1,6.0,3,5,1,4,3,3,1.0,4.0,3.0,1,1,1,1,1
0,40,Travel_Frequently,Research_Development,2,4,Medical,Male,4,Human_Resources,Single,75960,9.0,11,0,20.0,0,18,2,13,3,4,3.0,3.0,4.0,1,1,1,1,1
0,42,Travel_Rarely,Research_Development,1,2,Life_Sciences,Male,4,Laboratory _Technician,Single,30340,7.0,21,1,9.0,3,6,1,5,4,4,4.0,3.0,4.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,4,3,Medical,Male,1,Healthcare_Representative,Married,57150,6.0,24,2,10.0,0,8,1,7,4,4,4.0,4.0,4.0,1,1,1,1,1
0,24,Travel_Rarely,Sales,6,4,Life_Sciences,Female,1,Laboratory _Technician,Single,25760,8.0,17,3,6.0,3,4,1,2,3,3,2.0,4.0,2.0,1,1,1,1,1
0,26,Travel_Rarely,Research_Development,1,4,Life_Sciences,Male,2,Sales_Representative,Married,143360,1.0,21,1,8.0,3,8,0,7,4,4,2.0,4.0,4.0,1,1,1,1,1
0,30,Travel_Rarely,Research_Development,6,2,Life_Sciences,Female,1,Manufacturing_Director,Married,34480,1.0,11,0,10.0,3,10,1,4,3,4,4.0,4.0,4.0,1,1,1,1,1
0,40,Travel_Frequently,Research_Development,21,4,Life_Sciences,Male,2,Research_Scientist,Married,194060,3.0,20,3,16.0,2,1,0,0,4,4,1.0,4.0,4.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,14,5,Medical,Female,2,Research_Scientist,Divorced,65380,2.0,16,1,15.0,3,7,6,4,3,3,3.0,4.0,4.0,1,1,1,1,1
0,34,Travel_Frequently,Research_Development,5,2,Life_Sciences,Male,1,Research_Director,Single,43060,0.0,11,0,14.0,2,13,4,9,3,4,2.0,2.0,3.0,1,1,1,1,1
0,35,Travel_Frequently,Research_Development,2,3,Medical,Female,2,Laboratory _Technician,Married,22580,1.0,11,1,2.0,2,2,2,2,3,2,4.0,3.0,3.0,1,1,1,1,1
0,32,Non-Travel,Research_Development,9,2,Other,Female,2,Research_Scientist,Divorced,44870,1.0,11,0,1.0,5,1,0,0,3,4,3.0,4.0,3.0,1,1,1,1,1
0,56,Travel_Rarely,Research_Development,2,2,Other,Male,2,Healthcare_Representative,Divorced,44490,4.0,15,0,28.0,3,5,4,2,3,4,,4.0,3.0,1,1,0,1,1
0,29,Travel_Rarely,Research_Development,21,1,Life_Sciences,Male,1,Laboratory _Technician,Married,22180,1.0,24,1,10.0,1,10,0,8,4,2,2.0,1.0,2.0,1,1,1,1,1
0,19,Travel_Rarely,Research_Development,18,4,Life_Sciences,Male,2,Laboratory _Technician,Single,191970,1.0,12,0,1.0,2,1,0,0,3,4,1.0,2.0,2.0,1,1,1,1,1
0,45,Travel_Rarely,Research_Development,18,3,Life_Sciences,Female,2,Sales_Representative,Married,132120,4.0,13,0,7.0,4,3,0,2,3,3,4.0,4.0,3.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,11,4,Life_Sciences,Male,3,Research_Scientist,Married,65770,1.0,13,0,14.0,1,14,3,11,3,3,4.0,4.0,3.0,1,1,1,1,1
0,20,Travel_Rarely,Research_Development,5,3,Medical,Male,5,Research_Director,Single,83920,1.0,17,0,2.0,5,2,1,2,3,3,3.0,1.0,3.0,1,1,1,1,1
0,53,Travel_Rarely,Research_Development,5,4,Life_Sciences,Male,1,Research_Director,Divorced,40310,3.0,12,1,26.0,3,7,4,7,3,4,4.0,2.0,4.0,1,1,1,1,1
0,29,Travel_Rarely,Research_Development,18,3,Medical,Male,1,Sales_Executive,Married,79690,0.0,14,0,6.0,3,5,1,3,3,4,2.0,4.0,4.0,1,1,1,1,1
0,46,Travel_Rarely,Research_Development,2,3,Life_Sciences,Male,2,Research_Scientist,Married,165550,8.0,14,2,28.0,4,26,15,9,3,2,4.0,4.0,4.0,1,1,1,1,1
0,44,Non-Travel,Research_Development,16,3,Life_Sciences,Male,1,Sales_Representative,Single,45560,2.0,13,0,6.0,4,0,0,0,3,2,4.0,3.0,4.0,1,1,1,1,1
0,33,Travel_Rarely,Research_Development,22,4,Life_Sciences,Female,1,Manager,Married,60910,1.0,15,0,5.0,6,5,1,4,3,3,3.0,4.0,3.0,1,1,1,1,1
0,30,Travel_Rarely,Sales,16,3,Marketing,Male,3,Sales_Executive,Divorced,48100,8.0,18,0,8.0,3,4,0,3,3,4,3.0,4.0,3.0,1,1,1,1,1
0,40,Travel_Frequently,Sales,7,3,Medical,Male,1,Manufacturing_Director,Married,45230,5.0,16,1,5.0,5,0,0,0,3,4,2.0,3.0,3.0,1,1,1,1,1
0,50,Travel_Frequently,Research_Development,20,4,Life_Sciences,Female,2,Healthcare_Representative,Married,32020,2.0,24,1,32.0,2,2,2,2,4,4,4.0,2.0,3.0,1,1,1,1,1
0,28,Travel_Rarely,Research_Development,5,3,Technical_Degree,Male,2,Research_Scientist,Married,23510,1.0,16,0,6.0,4,6,3,3,3,3,2.0,4.0,4.0,1,1,1,1,1
0,46,Travel_Rarely,Research_Development,6,4,Other,Male,3,Manager,Married,17020,5.0,21,0,25.0,2,4,0,3,4,3,2.0,1.0,3.0,1,1,1,1,1
0,35,Travel_Rarely,Sales,3,4,Marketing,Male,1,Laboratory _Technician,Married,180410,3.0,20,1,15.0,3,7,1,7,4,2,4.0,4.0,3.0,1,1,1,1,1
0,33,Travel_Frequently,Research_Development,7,2,Medical,Female,1,Sales_Executive,Married,20970,1.0,14,2,10.0,5,10,0,1,3,4,4.0,2.0,3.0,1,1,1,1,1
0,36,Travel_Rarely,Research_Development,7,2,Medical,Male,2,Sales_Executive,Divorced,119350,1.0,11,3,7.0,6,7,1,7,3,1,3.0,3.0,2.0,1,1,1,1,1
0,30,Travel_Rarely,Sales,23,3,Marketing,Male,1,Sales_Executive,Divorced,25460,1.0,14,1,10.0,2,10,8,9,3,4,3.0,3.0,4.0,1,1,1,1,1
0,44,Travel_Rarely,Research_Development,2,4,Medical,Male,2,Research_Scientist,Single,25640,1.0,12,3,20.0,3,20,13,17,3,4,4.0,2.0,3.0,1,1,1,1,1
0,20,Travel_Rarely,Research_Development,14,4,Medical,Male,1,Human_Resources,Single,84120,1.0,13,0,2.0,2,2,2,2,3,4,3.0,2.0,4.0,1,1,1,1,1
0,46,Travel_Rarely,Sales,7,1,Medical,Female,1,Sales_Executive,Divorced,141180,2.0,22,0,12.0,3,6,1,4,4,3,2.0,3.0,4.0,1,1,1,1,1
0,42,Non-Travel,Research_Development,4,4,Medical,Male,5,Sales_Executive,Married,170460,7.0,11,0,10.0,3,4,0,3,3,2,4.0,4.0,3.0,1,1,1,1,1
0,60,Travel_Rarely,Sales,2,2,Life_Sciences,Male,2,Sales_Executive,Divorced,25640,0.0,14,1,12.0,3,11,1,9,3,3,4.0,4.0,4.0,1,1,1,1,1
0,32,Travel_Frequently,Sales,8,3,Life_Sciences,Female,1,Sales_Executive,Married,102660,1.0,11,0,2.0,3,2,2,2,3,3,2.0,4.0,4.0,1,1,1,1,1
0,32,Travel_Frequently,Research_Development,7,3,Life_Sciences,Female,2,Research_Scientist,Single,50700,4.0,12,1,10.0,6,8,0,7,3,3,4.0,4.0,3.0,1,1,1,1,1
0,36,Travel_Rarely,Sales,2,2,Marketing,Male,4,Healthcare_Representative,Divorced,178610,2.0,18,0,17.0,2,7,7,7,3,3,3.0,1.0,4.0,1,1,1,1,1
0,33,Travel_Rarely,Sales,21,2,Marketing,Male,1,Research_Scientist,Married,42300,0.0,12,0,15.0,0,14,4,10,3,2,3.0,4.0,4.0,1,1,1,1,1
0,40,Travel_Rarely,Research_Development,1,3,Medical,Female,2,Research_Scientist,Divorced,37800,7.0,12,0,7.0,2,5,1,3,3,3,4.0,4.0,3.0,1,1,1,1,1
0,25,Travel_Rarely,Research_Development,5,2,Medical,Female,1,Laboratory _Technician,Single,27680,0.0,22,1,5.0,0,4,1,1,4,4,3.0,1.0,3.0,1,1,1,1,1
0,30,Travel_Rarely,Sales,7,3,Marketing,Female,1,Research_Scientist,Married,90710,0.0,19,1,12.0,2,11,5,7,3,4,4.0,3.0,1.0,1,1,1,1,1
0,42,Travel_Frequently,Human_Resources,6,2,Medical,Male,1,Sales_Executive,Married,106480,3.0,13,1,20.0,1,1,0,0,3,4,2.0,3.0,4.0,1,1,1,1,1
0,35,Non-Travel,Research_Development,1,1,Life_Sciences,Male,2,Sales_Executive,Married,136100,4.0,22,2,16.0,4,13,4,12,4,3,3.0,1.0,4.0,1,1,1,1,1
0,27,Travel_Rarely,Research_Development,6,3,Life_Sciences,Male,3,Manufacturing_Director,Married,34080,1.0,24,0,9.0,2,9,6,8,4,1,2.0,3.0,3.0,1,1,1,1,1
